text,label
"There are a few steps you can take to determine if a FHA loan refinance offer is from a reputable lender:Check the lender's credentials: Make sure the lender is licensed to operate in your state and is approved by the Federal Housing Administration (FHA). You can check the FHA's list of approved lenders to see if the lender is on it.Research the lender: Look for reviews and ratings of the lender online. You can also check with the Better Business Bureau to see if the lender has any complaints or negative reviews.Compare rates and fees: Shop around and compare rates and fees from multiple lenders to ensure you are getting a good deal. Make sure to compare apples to apples, as different lenders may have different fees and charges.Understand the terms of the loan: Carefully review the terms of the loan, including the interest rate, fees, and terms of repayment. Make sure you understand all of the terms and that they are reasonable.Get everything in writing: Make sure you get a written loan estimate that clearly outlines the terms of the loan and any fees or charges. This will give you a clear understanding of what you are agreeing to.Don't feel rushed: Don't feel pressure to make a decision right away. Take the time you need to research and compare offers from multiple lenders to make sure you are making the best decision for your financial situation.",1
"Smoking is a major cause of cancer, but it doesn't mean that everyone who smokes will get cancer. There are many other factors that can affect a person's risk of developing cancer, including genetics, diet, and exposure to other substances.

When you smoke, the chemicals in cigarettes damage the cells in your body, including the cells in your lungs. This damage can cause the cells to become cancerous and grow out of control, forming a tumor. However, not all of the cells in a person's body will become cancerous after being exposed to the chemicals in cigarettes. Some people's bodies are able to repair the damage, while others may be more resistant to the effects of smoking.

It's also important to remember that smoking is just one of many factors that can increase a person's risk of cancer. Other things that can increase the risk include exposure to certain chemicals, radiation, and certain infections. By taking steps to reduce your risk, such as not smoking and eating a healthy diet, you can lower your chances of developing cancer.",1
"Sure! So, seat belts are important safety devices that help to keep people safe when they are riding in a car. When you are in a car and you are involved in an accident, your body will keep moving forward at the same speed as the car until something stops you. If you are not wearing a seat belt, your body can hit the steering wheel, dashboard, or the back of the seat in front of you, which can be very dangerous and can cause serious injuries. On a motorcycle, you are not inside a car with a roof and four doors around you, so you are more likely to be thrown off the motorcycle if you are in an accident. That's why it is important to wear a helmet when you are riding a motorcycle, to protect your head in case you are involved in an accident. Helmets can help to reduce the risk of head injuries and save lives. I hope that helps to explain why seat belts are important in cars, but not necessarily on motorcycles. Do you have any other questions?",1
"There are many beauty products that can be used by men. Some examples include:

Moisturizers: These can help keep the skin hydrated and can be used on the face, hands, and body.

Sunscreen: It's important for men to protect their skin from the sun's harmful UV rays, so using a sunscreen with a high SPF is recommended.

Shampoo and conditioner: These products can help keep the hair and scalp healthy and clean.

Razor: A good quality razor can help men achieve a clean, smooth shave.

Face wash: A face wash can help men clean their skin and remove excess oil, dirt, and sweat.

Deodorant: Deodorant can help men feel fresh and clean, and can help control body odor.

To become more beautiful, men can also take good care of their skin and hair by following a healthy skincare routine, eating a nutritious diet, and exercising regularly. It's also important to get enough sleep and to manage stress, as these can have a significant impact on overall health and appearance.",1
"You don't have to use an agent (broker, as you call it), but it is strongly advised. In some counties lawyers are required, in some not. Check your local requirements. Similarly the escrow companies that usually deal with recording and disbursing of money. You will probably not be able to get a title insurance without using an escrow service (I'm guessing here, but it makes sense to me). You will not be able to secure financing through a bank or a mortgage broker without an escrow company, and it might be hard without an agent. Agents required by law to know all the details of the process, and they can guide you through what to do and what to look into. They have experience reading and understanding the inspection reports, they know what to demand from the seller (disclosures, information, etc), they know how and from where to get the HOA docs and disclosures, and can help you negotiate the price knowing the market information (comparable sales, comparable listings, list vs sales statistics, etc). It is hard to do all that alone, but if you do - you should definitely get a discount over the market price of the property of about 5% (the agents' fees are up to 5% mostly). I bought several properties in California and in other states, and I wouldn't do it without an agent on my side. But if you trust the other side entirely and willing to take the risk of missing a step and having problems later with title, mortgage, insurance or resale, then you can definitely save some money and do it without an agent, and there are people doing that.",0
"In Germany, the history of Nazi Germany and the Holocaust is taught in schools as a part of the country's history curriculum. Students learn about the events that led up to the rise of the Nazi Party, their ideology and actions during the Holocaust, and the impact of the war on Germany and the world.\n\nThe German government and educational institutions have made a concerted effort to ensure that the history of the Holocaust is accurately and responsibly taught, in order to help prevent similar events from occurring in the future. There are also museums and memorials in Germany that are dedicated to preserving the memory of the victims of the Holocaust.\n\nOverall, the goal of teaching about Nazi Germany and the Holocaust in Germany is to promote understanding, tolerance, and respect for the dignity of all people, regardless of their race, religion, or ethnicity.",1
"The first Kentucky Derby was held on May 17, 1875. It is a horse race that takes place annually in Louisville, Kentucky, United States on the first Saturday in May. The Derby is one of the most prestigious thoroughbred horse races in the world, and it is the first leg of the American Triple Crown, followed by the Preakness Stakes and the Belmont Stakes. The Derby is also known as ""The Run for the Roses,"" as a blanket of roses is placed over the winning horse. The first Kentucky Derby was held on May 17, 1875 at Churchill Downs in Louisville, Kentucky. It is a horse race that has been held annually on the first Saturday in May since its inception, making it one of the longest-running sporting events in the United States. The Kentucky Derby is also known as ""The Run for the Roses"" because a garland of roses is presented to the winning horse. It is one of the three races that make up the Triple Crown of Thoroughbred Racing, along with the Preakness Stakes and the Belmont Stakes. The first Kentucky Derby was held on May 17, 1875 at Churchill Downs in Louisville, Kentucky. It is a horse race that takes place annually on the first Saturday in May and is known as the ""Run for the Roses"" because a garland of roses is presented to the winner. The Kentucky Derby is one of the most prestigious and well-known horse races in the world, and it attracts large crowds and widespread media attention every year. It is a Grade I stakes race for three-year-old Thoroughbreds and is run over a distance of 1 1/4 miles (2 km).",1
"Here 's a link to the Apple iOS developer 's site ( URL_1 ) . There are a lot of guides and such on the site and I 'm sure there 's an apple dev forum if you 're interested in getting started . I 'm not familiar with how the apps work but I know you have to pay around $ 100 to put it in itunes ( at least that was the case a few years ago ) . What kind of app are you interested in ? You may want to start learning something like python or java , where you can find a lot of online courses , such as this google python course : URL_0 First you need to get a developer license , which costs 100$. Then you can use multiple programs to make your app . The official Apple editor is Xcode , which you get when you buy a developer license . The actual app is published through the website . Look more into programming if you 're really interested , that 's the gist of it . It 's not something you learn in an afternoon . When you get that , look to the other comments .",0
"I would n't say that is the case . After young kids get hurt , they look to adults for how they should react . Often in America , parents rush over and make a big deal out of it , and kids think that is the reaction they should have . In South America , I once saw a kid come back home from playing soccer with a broken arm . Which he broke 2 hours ago , but he just wanted to keep playing . Because , when I 'm five years old and I skin my knee , there 's a very real possibility that this is the worst pain I have ever experienced in my life . They have n't learned to control their expression of pain .",0
"Ron Paul is a former member of the US Congress and a physician. He is known for his libertarian views, which means that he believes in limited government and more personal freedom. He has a strong following among people who agree with these ideas and who believe that the government should have less control over people's lives. Some of the things that Ron Paul has advocated for include lower taxes, fewer regulations, and more individual freedom. If he were to become president, it is likely that he would try to implement these ideas and reduce the size and scope of the federal government. However, it is important to note that Ron Paul's views are not necessarily representative of the entire Republican Party or the entire US political system.",1
"Great question! When you call an emergency number like 911, you are asking for help from the police, fire department, or ambulance. These emergency services are very important and need to be available to everyone, even if they don't have a SIM card in their phone.

To make sure that everyone can call for help in an emergency, phone companies have set up special systems that allow you to call 911 even if you don't have a SIM card. These systems use a different way to connect your call to the emergency services, so you can still reach them even if you don't have a SIM card.

So, even if you don't have a SIM card in your phone, you can still call 911 if you need help in an emergency. It's a good idea to keep this in mind and to know how to call 911 if you ever need to.",1
"The lymphatic system is a network of tissues and organs that help rid the body of toxins, waste, and other unwanted substances. It's kind of like a garbage truck for the body. It has a lot of different parts that work together to keep you healthy.\n\nOne important part of the lymphatic system is the lymph nodes. These are small bean-shaped organs that are found all over the body, especially in the neck, armpits, and groin. Lymph nodes contain white blood cells, which help fight infections. When germs or other bad things enter the body, the white blood cells in the lymph nodes attack them to keep you healthy.\n\nAnother important part of the lymphatic system is the lymphatic vessels. These are like a network of tubes that carry a clear fluid called lymph throughout the body. Lymph is made up of white blood cells and other substances. It helps to clean up the body by carrying waste and germs away from the tissues and organs.\n\nThe lymphatic system also includes the spleen, which is an organ that helps to filter the blood and remove old or damaged red blood cells. The thymus, which is a gland located in the chest, helps to develop the body's immune system. And the tonsils, which are small masses of lymphatic tissue in the back of the throat, help to protect against infections in the mouth and throat.\n\nOverall, the purpose of the lymphatic system is to keep the body clean and healthy by getting rid of unwanted substances.",1
"Easy . Your W-2 was't filled out right and did n't automatically withdraw enough taxes . Then come tax time you owe thousands of dollars because you did nt pay enough during the year . However you did nt realize this was happening and do n't have the money to pay right away . Boom back taxes . The most common way is to owe a small amount ( $ 1 - 3k ) in taxes that you do n't pay ( usually because you meant to get around to it but suck at life and forgot to send in your check or because you spent all your money and ca n't afford to pay the tax bill ) , then the IRS starts charging you interest and penalties on the money you owe . Five years later that small amount you once owed can now be huge . Americans get to choose how many exemptions their employer should assume they 'll have when they do their taxes . We all do it when we start any full - time job . However , lots of people with 1 exemption prefer to tell their employer 2 - 3 exemptions instead . This means they get more money each paycheck but will owe the IRS more money out of pocket at the end . The theory is that the end result is the same , but this way you get to earn interest until Apr 15 on that money instead of the IRS earning interest on it . However , even for young , relatively low income workers , this can easily mean they owe a grand or three in taxes out of pocket at the end of the year . For the rest of us , it 's very easy to end up owing thousands of dollars at the end of each tax year . This is doubly true for anyone who is married . When your employer deducts taxes from your paycheck , they are making an educated guess that you will be in the tax bracket that your yearly income from them would put you in . However , if your spouse makes appreciably more than you , then you owe more ( because they pulled you up into a higher tax bracket ) , but your employer does n't know it . That means you 're going to owe money ( often thousands of dollars ) at the end of the year . The same is true if you just got a big raise mid - way through the year --- half of your checks had taxes deducted at a lower tax bracket , and so the end result will be off . You do n't pay that just once ( or screw up your taxes and miss a big $ 2k adjustment , like you did n't realize that you now make enough that alternative minimum tax applies to you , or you mis - read the instructions and thought you could deduct your home 's new microwave as part of your home office ) , then suddenly you owe money to the IRS in back taxes . Add in penalties and interest , and suddenly this tax burden becomes more than you can afford . [ Edit - fixed my exemption reversal ] I 'm a CPA tax accountant and prior to leaving public accounting for private industry , I had a few cases of this . The most notable was a guy who owned a business ( S Corporation ) and he acted as a financial consultant ( go figure ) . He claimed to me that he had been depressed for several years and despite making hundreds of thousands of dollars over the last 5 years , he had n't filed a single tax return for his business because he was depressed and detached ( but not so much that he could n't rake in $ $ ) . Once we prepared all of his past due tax returns , he owed about $ 300k in just federal taxes excluding penalties and interest , which would 've brought the balance well over half a million dollars . Since he claimed to have depression issues , and his doctor ended up writing a note that we attached to his tax returns when we filed them to abate penalties . I ended up quitting that job before we heard anything back from the IRS , but I guess it could 've gone either way .",0
"When ice cream is made, it is churned while it is freezing to incorporate air and make it smooth and creamy. This is what gives ice cream its soft, fluffy texture. However, when ice cream is left in the freezer for an extended period of time, it can become hard and icy. This is because the water in the ice cream starts to separate from the other ingredients and forms into ice crystals. These ice crystals make the ice cream hard and icy instead of smooth and creamy.

One way to prevent ice cream from becoming hard and icy is to store it in an airtight container. This will help keep the ice cream fresh and prevent it from picking up odors or flavors from other foods in the freezer. Additionally, it is a good idea to let the ice cream sit out at room temperature for a few minutes before scooping it, as this can help make it easier to scoop and give it a softer texture.",1
John Wayne stars as U.S. Marshal Rooster Cogburn and won his only Academy Award for his performance in this film.,0
"It 's generally worth approaching the brain , like the body , as a bunch of sorta - specialized parts that work together but also sometimes fight . The fact that one may have an ingrained fear of death and self - harm from one region may not be enough to prevent another region from overriding it . So , let 's say a person has been socialized in a nation 's schools , told by their loved ones their entire lives that their nation is the best and worth dying for , until it becomes a core belief . Then , they go through rigorous military training which drills habits of acting in unison and not panicking at frightening events . ( This last part is really important , because millennia of experience have taught us that untrained militia will absolutely run for their lives if they get spooked . A big part of military training is replacing that instinct . ) The grenade example is a good one in that it stresses a snap judgment . A three - second fuse does n't give you enough time to weigh pros and cons , or even to consciously process some information . Suicide in the general population is primarily associated with mental illness . While significant suffering is generally involved , suicide remains a generally impulsive act , associated with mental states of great restlessness and drive to action . Intoxication and substance abuse are often involved . Suicide in terminal conditions may be somewhat different and more deliberate , particularly when death is inevitable , but that 's a growing field . If you experience enough pain for an extended period of time , then you can eventually reach a point in your mind in which not being a live is the fastest solution to end that pain . Most people with suicidal ideation do n't truly want to die , that 's why there are often red flag posts , or notes . The cry for help and choosing to end your own life are the solutions that overshadow everything else . Think about how alluring it is to fall asleep after an awful day . When all is said and done , when you slip into bed and close your eyes , everything goes dark . It 's not so much the experience of sleeping that is a reprieve , but having a window where you experience very little or nothing at all . I ca n't speak for everyone , only from my personal struggles . Your body is really good at reacting / letting you move away from negative stimuli . If the world and everything around / happening to you is viewed bad enough then suicide is easy because its not nearly as bad as continuing . Plus we have more control than we think , its hard but you can still do things to hurt yourself regardless of instincts .",0
"See any of [ these ] ( URL_0 ) . It 's a lot easier to imagine there being more door . It makes the explanation simpler . Try ten , for example . Let 's say you have to choose between doors 1,2,3,4,5,6,7,8,9 , and 10 . One has a car behind it , and the others have junk . What are the chances you pick the correct door ? 1 in 10 . Let 's say you choose door 7 . Monty Hall then opens every other door except 2 , and asks if you want to switch . Would you switch ? Yes . Why ? Because the chance that you picked the correct door on the first try is 1/10 , but the chance the other door is correct is 9/10 . If it helps , try imagining more doors . The set up is that at the beginning of the game the chance you originally pick losing door is 1/3 , since only one out of three doors is a winner . But the end of the game , right before you switch , the chance your original door is a loser is still 1/3 . * The question and the paradox is why with only two doors left , why is it your chance of still having a losing door is 1/3 , not 1/2 . * * * The answer to the paradox is that when Monty shows you a door , he does not show you a random door , he purposely shows you a door that gives you zero information * * . At the end of the game , nothing has changed . Your chance of winning has not changed . It was 1/3 at the beginning and it is still 1/3 at the end . To explain why that is true , read on . * * Monty Hall Explained * * You know that when you originally pick a door your chance of winning is only 1/3 and that * at least * on of the doors left has a goat . Knowing that , should you give up your door and pick one of the other two doors ? Who knows , maybe yes maybe no ... the chance of any of the 3 doors is the same , 1/3 . The chance your original pick is a car is 1/3 . Now at this point , Monty * purposely * picks a door with a goat . You know there is one like that so you learn nothing from the fact that he showed you one . In fact , he could have you blindfolded and just told you he opened a door . So him opening a door does nothing . The chance your original door is a winner is still 1/3 after he opens a door just like it was before he opened a door . Since the chance your original door is a winner is 1/3 , that means the chance it is a loser is 2/3 . Well , if you have a 2/3 chance of losing with your door , why keep it when there is only one other door left to pick at the end ? Always switch doors in the * Monty Hall Challenge * .",0
"An addiction is the consumption of something that gives pleasure that leads to a compulsion that has negative effects the longer it 's consumed . Gambling , alcohol , pornography etc Water is required for the body to survive and it 's only negative quality is desalination of the body if over consumed . So no , entirely different things . I 'd argue that addiction only applies to things you can live without , but become dependent on . I can see why you 'd say you are "" addicted "" to air or water , but that dilutes the meaning of addiction to uselessness ... Heroine addiction ? What , like Katniss ?",0
"Gerrymandering is the practice of drawing electoral district boundaries in a way that gives an unfair advantage to a particular political party or group. It is a problem that exists in many countries, not just the United States. In order to address this issue, some countries have put in place independent or nonpartisan bodies to handle the process of drawing electoral district boundaries. These bodies are designed to be free from political influence and to create district boundaries that are fair and representative of the population.\n\nIn Canada, for example, the process of redistricting (redrawing electoral district boundaries) is handled by an independent body called the Electoral Boundaries Commission. This commission is made up of judges, academics, and other experts who are appointed by the federal government. The commission is responsible for reviewing the boundaries of electoral districts and making recommendations for changes based on factors such as population changes and community interests.\n\nIn Europe, many countries also have independent or nonpartisan bodies that are responsible for drawing electoral district boundaries. In some cases, these bodies are required to follow specific rules or guidelines in order to ensure that the process is fair and free from political influence. For example, in the United Kingdom, the Boundary Commission is required to follow certain rules when redrawing electoral district boundaries, including the need to ensure that the number of voters in each district is as equal as possible.\n\nTo explain it like you're five: In some countries, there are special groups of people who make sure that the lines on maps that show where people live and vote are fair and not biased towards any one group. This helps make sure that everyone has an equal say in elections.",1
"If you are upside down on your car loan, it means that you owe more on the loan than the car is worth. This can be a difficult financial situation to be in, but there are a few options that you can consider:Trade in your current car for a less expensive model: If you are able to find a buyer for your current car, you may be able to trade it in for a less expensive model and use the equity from the sale to help pay off some of the remaining balance on your loan.Sell your car and use the proceeds to pay off the loan: If you are able to sell your car for more than you owe on the loan, you can use the proceeds from the sale to pay off the remaining balance and use the remainder to put toward a new car.Roll the remaining balance into a new loan: If you are unable to sell your car or trade it in, you may be able to roll the remaining balance on your current loan into a new loan for a different car. This will allow you to pay off the old loan and start a new one with a new car. However, be aware that this option may result in a higher overall cost due to additional interest charges.It is important to carefully consider all of your options before making a decision. It may also be helpful to speak with a financial advisor or the lender for your current car loan to discuss your options and find a solution that works for you.",1
"Pringles are n't slices of potato . The potatoes are mashed up and formed into that shape by a machine . The whole potato is used . Individual Pringle chips are made from flour , mashed potatoes , and spices . the resultant paste is poured into a mold and fried . So there are no leftover bits . This means that Pringles are technically not considered "" potato crisps "" in the UK , as they are more heavily processed than regularly sliced potato chips / crisps . Scary that anyone could ever think they were ' real ' potato !",0
"When you throw a ball into the air, it follows a curve because of the Earth's gravity. Gravity is a force that pulls objects towards the center of the Earth. Because the Earth is round, the ball doesn't just fall straight down but instead falls towards the ground in an arc. The ball will eventually come back down to the ground because of this force of gravity.\n\nThe Earth's rotation doesn't really affect the ball as it goes up and comes down. The Earth's rotation just makes it seem like the ball is moving to the side a little bit as it goes up and comes down.\n\nWhen you jump into the air, you also follow this curve because of gravity. You will eventually come back down to the ground because of the force of gravity. The Earth's rotation also doesn't really affect you as you jump. It just makes it seem like you are moving to the side a little bit as you jump up and come back down.\n\nI hope this helps! Let me know if you have any more questions.",1
"Yes, an S corporation (S-corp) can generally write off work and merchandise expenses that it donates to a non-profit organization as charitable contributions. However, there are some rules and limitations that must be followed in order for the donations to be tax-deductible.Charitable contributions made by an S-corp are generally deductible as business expenses, rather than as charitable contributions on the individual tax returns of the shareholders. However, the S-corp's charitable contributions are subject to the same limits and rules that apply to other business deductions.The S-corp must donate to a qualified non-profit organization in order for the donation to be tax-deductible. A qualified organization is generally a non-profit organization that is tax-exempt under Internal Revenue Code section 501(c)(3) and is not a private foundation, unless the foundation is a publicly supported charity.The S-corp's charitable contribution must be made for the purpose of furthering the non-profit organization's charitable, educational, or other exempt purposes, rather than for the benefit of the S-corp or its shareholders.The S-corp can generally deduct the fair market value of the work or merchandise it donates, up to a limit of 50% of its adjusted gross income (AGI) for the tax year. If the S-corp's charitable contributions exceed this limit, the excess can generally be carried forward and deducted in future tax years, subject to the same 50% AGI limit.It's important to note that these rules and limitations are general guidelines, and there may be other factors that affect the S-corp's ability to write off charitable contributions. It's always a good idea to consult with a tax professional or refer to IRS guidelines for more detailed information.",1
"Spicy foods are enjoyable because they contain a chemical called capsaicin, which can be found in things like peppers and chili spices. When we eat these spicy foods, the capsaicin activates special receptors in our mouth and throat that are sensitive to heat and pain. This can make our mouth feel hot and tingly, and sometimes even cause a burning sensation. Some people really enjoy this feeling because it can be exciting and make their mouth feel more awake. It can also make their mouth feel more alive and give them a rush of energy. Other people enjoy the taste of spicy foods because they add a lot of flavor and depth to the dish.",1
"The song ""The Night the Lights Went Out in Georgia"" was written by Bobby Russell and performed by various artists, including Vicki Lawrence and Reba McEntire. It was originally recorded by Lawrence in 1972 and became a hit, reaching number one on the Billboard Hot Country Singles chart. The song tells the story of a woman accused of murder, and her sister's search for the truth. It has been covered by many artists over the years, including McEntire, who recorded a version in 1991. The song ""The Night the Lights Went Out in Georgia"" was written and performed by American country singer-songwriter Vicki Lawrence in 1972. It became a hit and reached number one on the Billboard Hot Country Singles chart. The song was later covered by several other artists, including Reba McEntire, who released a version of it in 1991. The song ""Nights the Lights Went Out"" is a track from the album ""The Nashville Sound"" by the American rock band Jason Isbell and the 400 Unit. The song was written by Jason Isbell and was released in 2017. It has a rootsy, country-rock sound and deals with themes of loss, regret, and redemption. Isbell's powerful vocals and the band's tight musicianship make for a compelling and emotionally resonant listening experience.",1
"The original conception of a bank was simply a storehouse for wealth , initially represented by money . Rather than keep all your wealth on you ( robbery ) or at your home ( theft , home invasion robbery ) , you pay for your wealth to be securely guarded by people who 's jobs it is to protect that money . True banking came about when bankers started loaning that money out as loans with interest rates . This was seen as a good idea by depositors , as they would no longer have to pay a fee for their wealth to be guarded . Additionally , banks could now accept more deposits and accounts from more people since every deposit represents float they can use to issue loans ( rather than a cost ) . Bank runs and closures were always an issue of course but far less prevalent than simple robbery . Well you could watch some videos about that on YT . I reccomend extra - history : Money . So early in italy there was a lot of trade , and a lot of different currency . So the banks helped exchange money . You got some paper wich you could exchange at your lockal bank for gold . Eventually people never bothered to turn the papers instead just traded with the papermoney ... > I know if I were in the early years of banking I sure as hell would n't trust them with my life savings . You mean when most likely you would be a dirt poor peasant who did n't have * any * life savings ? Early banking grew in a haphazard way but it was mostly used by wealthy merchants . The first real banks were in Italy and mostly acted as a neutral third party through which merchants could buy and sell goods without having to carry 100 lb of gold across a country that was rife with bandits and armies . Instead the banks would issue promissory notes ( the ancestor of our paper money ) and would exchange these notes between each other so that trade could go on . From there is evolved into the modern system we have today .",0
"The Dead Sea Scrolls are a collection of ancient Jewish texts that were found in the 1940s in the vicinity of the Dead Sea, which is a saltwater lake located in the Jordan Valley. These texts are significant because they include some of the oldest surviving copies of the Hebrew Bible (also known as the Old Testament), as well as other Jewish writings from the Second Temple period (which lasted from the 6th century BC to the 1st century AD).In terms of their relationship to religion, the Dead Sea Scrolls are important because they provide insight into the religious beliefs and practices of ancient Judaism. They contain texts that are considered sacred by Jews, such as the Torah (the first five books of the Hebrew Bible) and the Book of Psalms, as well as writings that describe the beliefs and rituals of the community that produced them.The Dead Sea Scrolls also provide valuable information about the development of Judaism and the emergence of early Christianity. Many of the texts found in the scrolls are similar to those found in the Hebrew Bible and the New Testament, and they help scholars understand how these religious traditions evolved over time.Overall, the Dead Sea Scrolls are an important source of information about the religious beliefs and practices of ancient Judaism, and they continue to be studied by scholars and religious leaders today.",1
"The stars that comprise our constellations * do * change . However , they are at such great distances that it takes a long , long time , for this change to be appreciable on Earth . Potentially thousands of years . You are correct that the stars which make up constellations are not ' together , ' and in many ( if not all ) cases a great many light years apart . They do change . They just change with staggering slowness compared to how long we 've been looking at them because of the massive distances involved . To the naked eye , it 'd take decades before you 'd notices the fastest moving star ( Bernard 's Star ) has moved at all . ( It moves about the width of the moon every 200 years or so ) . If you could jump ahead 10s of thousands of years , you 'd start to notice constellations changing fairly dramatically . The Big Dipper , in about 50,000 years , wo n't really look like a dipper anymore . The "" bowl "" will open up and the "" handle "" will be noticeably crooked . Everything 's moving really fast but it 's been moving really fast for a * long time * - we 're talking about 13 * * billion * * years . All that shit 's already obscenely far apart and ridiculously far away . The spaces involved are so great that nothing has really moved noticeably in the 200k years or so that humans have existed . If something is moving a million miles per hour towards something that 's a million million miles away , it only moves at .000000000024 % of the distance in a day .",0
"FINRA defines institutional investors as:   Institutional investors include banks, savings and loan associations, insurance companies, registered investment companies, registered investment advisors, a person or entity with assets of at least $50 million, government entities, employee benefit plans and qualified plans with at least 100 participants, FINRA member firms and registered persons, and a person acting solely on behalf of an institutional investor.  From: http://www.finra.org/industry/issues/faq-advertising  Based on Rules 2210(a)(4) and 4512(c).  Institutional investors are expected to understand market risks and as a result, disclosure requirements are much lower (perhaps no SEC filings and no prospectus).",0
"Remind him that, over the long-term, investing in safe-only assets may actually be more risky than investing in stocks. Over the long-term, stocks have always outperformed almost every other asset class, and they are a rather inflation-proof investment. Dollars are not ""safe""; due to inflation, currency exchange, etc., they have some volatility just like everything else.",0
"I use ""Money Manager Ex"" which is a Windows application I use on PC to log my transactions and for simple statistic. They have two versions, simple standlone application and self-hosted web app.",0
"It is currently not possible for blind people to have eye transplants from dead people because the human eye is a very delicate and complex organ that is made up of many different parts, including the cornea, iris, pupil, lens, and retina. When a person dies, these parts of the eye can be damaged or degrade, making it difficult to transplant them into another person. Additionally, even if it were possible to transplant a whole eye from a deceased person into a living person, the body's immune system might reject the transplant, just like it can reject other types of transplants, such as a kidney or a heart. This means that the body would treat the transplanted eye as a foreign object and try to attack it, which could cause serious health problems. It is possible that in the future, scientists may be able to develop technologies or techniques that would make eye transplants from deceased donors more successful. However, it is difficult to predict when or if this will ever be possible.",1
"I do n't believe I 've ever witnessed the thing you are attempting to explain , could you link an example of a "" Cat Duet ? "" Edit : Oh , you mean when they 're growling at each other ? That 's usually * to tell one another that they are in each others territory and trying to scare the other off . It 's a territorial dispute . Essentially , one of the cats has encroached on another 's territory , and now they 're having a stand - off . The sound they 're making is probably a kind of howl or wail , often low in pitch , and made with the mouth closed . My male cat does this sometimes , but my female cat does nt respond . Kind of a longer meow but quieter .",0
"Here 's an attempt at a LI5 answer which says more than "" most upvotes in littlest time . "" Imagine a racetrack for horses that goes on forever in one direction . The start of the track is labeled "" Jan 1 , 1970 12:00am "" and there are equally spaced notches labeled "" Jan 1 , 1970 12:01am "" , "" Jan 1 , 1970 12:02am "" , and so on . When you submit a post , a horse representative is dropped onto the racetrack at the time of submission . If I submit a post now , it will be dropped at the marker reading "" Aug 15 , 2011 1:02am . "" Now hopefully , my horse will start running ! Every time my post gets an upvote , it gets a little burst of energy and moves forward . Every time my post gets a downvote , it trips up and loses some distance . If it does n't get much attention , it 'll stay around the marker of the time it was submitted . But if it gets lots of upvotes , it will start to race faster and faster , even past the horses that are being dropped onto the track upstream for newer posts ! * * The front page of r / all is a top 25 list of the horses currently winning this race . * * The front page of a given subreddit is the top 25 list of the horses * from that subreddit * currently in the lead . Even the very best submissions will stop getting upvotes after a while , so the horse will start to slow down and eventually come to a stop . Even if it ran out way in front of the other horses , newer horses will have the advantage of being dropped further along the racetrack , so even if my post got a whole ton of upvotes in its lifetime , it wo n't stay in the top 25 for much longer than a couple hours . To make up for this , there 's also the "" top all time "" option , which lists the horses who traveled the longest distance , so the time they were submitted plays no role anymore . The most amount of upvotes in the shortest amount of time . Or at least that 's how I understand it . It depends on whether it appeals to the hivemind or not . Intelligent , insightful links are ignored , whilst pictures of cats , a negative news article about the republicans , and a single image of a video game from the 90 's amass thousands of upvotes .",0
"The 15th century was a long time ago, and it's important to keep in mind that a lot has happened since then and our understanding of history can change over time as new information becomes available.\n\nAt the beginning of the 15th century, the Americas were mostly inhabited by indigenous peoples who had been living there for thousands of years. Europeans had not yet arrived in the Americas, so there was no English language or English people in the Americas at that time.\n\nIn Europe, the 15th century was marked by a number of significant events, such as the Renaissance, which was a period of great cultural and intellectual change. The Renaissance began in Italy and spread to other parts of Europe, bringing with it new ideas, art, and literature.\n\nIn terms of documentation, it's worth noting that the 15th century was well before the invention of the printing press, so most written records from that time were made by hand and are relatively rare. However, there are still many sources of information about the 15th century, including primary sources like letters, documents, and artwork, as well as secondary sources like books and articles written by historians.\n",1
"The Vatican, which is the headquarters of the Roman Catholic Church, has traditionally taught that sex should be reserved for marriage and that the purpose of sex is for procreation, or having children. This means that the Church has historically opposed the use of condoms and other forms of birth control, such as the Pill, because they can be used to prevent pregnancy. However, the Church also teaches that sex should be an expression of love between a husband and wife and that married couples should be open to having children. This means that while the Church does not encourage the use of condoms or other forms of birth control, it also does not require married couples to have children every time they have sex. In recent years, the Church has acknowledged that there may be certain circumstances in which it is morally acceptable for married couples to use birth control, such as when a woman's health is at risk or when a couple is trying to space out the births of their children. However, the Church still believes that sex should be reserved for marriage and that the primary purpose of sex is for procreation.",1
"Kurt Gödel was an Austrian logician, mathematician, and philosopher who is considered one of the most important logicians in history. He is best known for his two incompleteness theorems, which demonstrate that there are limitations to the power of formal systems such as mathematics and logic. These theorems had a profound impact on the foundations of mathematics and computer science, and they have influenced the development of many philosophical and scientific ideas.



Gödel was born in 1906 in what is now the Czech Republic and grew up in Austria. He studied mathematics and physics at the University of Vienna, where he received his Ph.D. in 1929. After completing his degree, he worked as a research assistant at the University of Vienna and later as a professor at the Institute for Advanced Study in Princeton, New Jersey. Gödel made many important contributions to the fields of logic and mathematics, including the development of a new system of logic called ""Gödel logic,"" which is used in the study of formal systems.



Gödel's incompleteness theorems are perhaps his most famous contribution to mathematics and logic. These theorems state that any formal system that is powerful enough to represent the natural numbers and basic arithmetic must be either incomplete or inconsistent. In other words, there are statements that cannot be proven or disproven within the system, and there are statements that can be both proven and disproven within the system. These theorems have important implications for the foundations of mathematics and for our understanding of the limitations of formal systems in general.",1
